trial_id,type,start_frame,end_frame,t_rel_cs,t_rel_us
trial_001,retraction,137,154,3.566595691868131,-0.4333247102269692
trial_001,retraction,182,197,5.0665658426537945,1.0666454405586936
trial_001,retraction,198,213,5.599888562933141,1.5999681608380403
trial_001,retraction,214,229,6.133211283212487,2.133290881117387
trial_001,freeze,5,31,-0.8333167504364792,-4.83323715253158
trial_001,freeze,35,148,0.16666335008729585,-3.833257052007805
trial_002,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_002,retraction,177,192,4.899902492566498,0.8999820904713977
trial_002,retraction,193,208,5.433225212845845,1.4333048107507445
trial_002,retraction,209,226,5.966547933125192,1.9666275310300911
trial_002,freeze,33,65,0.09999801005237752,-3.8999223920427233
trial_002,freeze,67,97,1.2333087906459894,-2.766611611449111
trial_002,freeze,112,141,2.733278941431652,-1.2666414606634486
trial_003,retraction,135,150,3.499930351833213,-0.4999900502618876
trial_003,retraction,181,204,5.033233172636335,1.0333127705412344
trial_003,retraction,214,231,6.133211283212487,2.133290881117387
trial_003,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_003,freeze,32,124,0.06666534003491835,-3.9332550620601823
trial_003,freeze,126,148,3.1999363216760806,-0.7999840804190201
trial_004,retraction,137,152,3.566595691868131,-0.4333247102269692
trial_004,retraction,186,204,5.1998965227236305,1.1999761206285302
trial_004,retraction,206,222,5.866549923072815,1.8666295209777135
trial_004,retraction,224,239,6.466537983387079,2.466617581291979
trial_004,freeze,0,32,-0.9999801005237752,-4.999900502618876
trial_004,freeze,34,56,0.1333306800698367,-3.866589722025264
trial_004,freeze,58,148,0.9333147604888568,-3.0666056416062437
trial_005,retraction,136,152,3.533263021850672,-0.4666573802444284
trial_005,retraction,184,200,5.1332311826887125,1.1333107805936118
trial_005,retraction,201,216,5.699886572985518,1.6999661708904177
trial_005,retraction,217,235,6.233209293264865,2.2332888911697646
trial_005,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_005,freeze,33,82,0.09999801005237752,-3.8999223920427233
trial_005,freeze,87,139,1.8999621909951727,-2.0999582110999278
trial_006,retraction,135,153,3.499930351833213,-0.4999900502618876
trial_006,retraction,182,200,5.0665658426537945,1.0666454405586936
trial_006,retraction,201,216,5.699886572985518,1.6999661708904177
trial_006,retraction,217,235,6.233209293264865,2.2332888911697646
trial_006,freeze,0,28,-0.9999801005237752,-4.999900502618876
trial_006,freeze,33,148,0.09999801005237752,-3.8999223920427233
trial_007,retraction,14,29,-0.5333227202793468,-4.533243122374447
trial_007,retraction,30,112,0.0,-3.9999204020951007
trial_007,retraction,113,146,2.766611611449111,-1.2333087906459894
trial_007,retraction,147,162,3.8999223920427233,-0.09999801005237752
trial_007,retraction,192,208,5.399892542828386,1.3999721407332852
trial_007,retraction,210,226,5.999880603142651,1.9999602010475503
trial_007,freeze,0,27,-0.9999801005237752,-4.999900502618876
trial_007,freeze,44,146,0.4666573802444284,-3.533263021850672
trial_008,retraction,3,18,-0.8999820904713977,-4.899902492566498
trial_008,retraction,26,47,-0.1333306800698367,-4.1332510821649375
trial_008,retraction,48,65,0.5999880603142651,-3.3999323417808354
trial_008,retraction,136,156,3.533263021850672,-0.4666573802444284
trial_008,retraction,188,206,5.266561862758549,1.2666414606634486
trial_008,retraction,209,224,5.966547933125192,1.9666275310300911
trial_008,freeze,6,30,-0.7999840804190201,-4.799904482514121
trial_008,freeze,33,149,0.09999801005237752,-3.8999223920427233
trial_009,retraction,77,110,1.566635490820581,-2.4332849112745194
trial_009,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_009,retraction,191,208,5.366559872810926,1.366639470715826
trial_009,retraction,210,225,5.999880603142651,1.9999602010475503
trial_009,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_009,freeze,32,83,0.06666534003491835,-3.9332550620601823
trial_009,freeze,86,111,1.8666295209777135,-2.133290881117387
trial_009,freeze,125,147,3.166603651658621,-0.8333167504364792
trial_011,retraction,136,154,3.533263021850672,-0.4666573802444284
trial_011,retraction,176,192,4.866569822549039,0.8666494204539384
trial_011,retraction,193,208,5.433225212845845,1.4333048107507445
trial_011,retraction,209,226,5.966547933125192,1.9666275310300911
trial_011,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_011,freeze,37,76,0.2333286901222142,-3.7665917119728864
trial_011,freeze,78,108,1.5999681608380403,-2.3999522412570604
trial_011,freeze,111,148,2.699946271414193,-1.2999741306809076
trial_012,retraction,137,153,3.566595691868131,-0.4333247102269692
trial_012,retraction,176,191,4.866569822549039,0.8666494204539384
trial_012,retraction,192,207,5.399892542828386,1.3999721407332852
trial_012,retraction,208,223,5.933215263107733,1.933294861012632
trial_012,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_012,freeze,44,80,0.4666573802444284,-3.533263021850672
trial_012,freeze,82,112,1.733298840907877,-2.2666215611872236
trial_012,freeze,114,148,2.7999442814665705,-1.1999761206285302
trial_013,retraction,136,153,3.533263021850672,-0.4666573802444284
trial_013,retraction,173,188,4.766571812496662,0.7666514104015609
trial_013,retraction,190,208,5.333227202793467,1.3333068006983668
trial_013,retraction,212,227,6.0665459431775695,2.0666255410824688
trial_013,freeze,33,64,0.09999801005237752,-3.8999223920427233
trial_013,freeze,78,148,1.5999681608380403,-2.3999522412570604
trial_014,retraction,139,159,3.6332610319030496,-0.3666593701920509
trial_014,retraction,187,204,5.23322919274109,1.2333087906459894
trial_014,retraction,205,220,5.833217253055355,1.8332968509602545
trial_014,retraction,221,238,6.366539973334702,2.366619571239601
trial_014,freeze,0,32,-0.9999801005237752,-4.999900502618876
trial_014,freeze,36,79,0.19999602010475503,-3.7999243819903454
trial_014,freeze,86,107,1.8666295209777135,-2.133290881117387
trial_014,freeze,109,151,2.6332809313792747,-1.366639470715826
trial_015,retraction,44,63,0.4666573802444284,-3.533263021850672
trial_015,retraction,64,82,1.1333107805936118,-2.866609621501489
trial_015,retraction,104,147,2.466617581291979,-1.5333028208031219
trial_015,retraction,148,163,3.9332550620601823,-0.06666534003491835
trial_015,retraction,186,204,5.1998965227236305,1.1999761206285302
trial_015,retraction,209,224,5.966547933125192,1.9666275310300911
trial_015,retraction,225,240,6.499870653404538,2.499950251309438
trial_015,freeze,0,20,-0.9999801005237752,-4.999900502618876
trial_015,freeze,37,147,0.2333286901222142,-3.7665917119728864
trial_016,retraction,137,152,3.566595691868131,-0.4333247102269692
trial_016,retraction,179,195,4.966567832601417,0.966647430506316
trial_016,retraction,196,211,5.533223222898222,1.5333028208031219
trial_016,retraction,215,235,6.166543953229946,2.166623551134846
trial_016,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_016,freeze,36,113,0.19999602010475503,-3.7999243819903454
trial_016,freeze,115,142,2.8332769514840295,-1.166643450611071
trial_017,retraction,46,62,0.5333227202793468,-3.466597681815754
trial_017,retraction,88,103,1.933294861012632,-2.0666255410824688
trial_017,retraction,106,124,2.5332829213268973,-1.4666374807682037
trial_017,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_017,retraction,189,206,5.299894532776008,1.2999741306809076
trial_017,retraction,208,223,5.933215263107733,1.933294861012632
trial_017,retraction,224,240,6.466537983387079,2.466617581291979
trial_017,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_017,freeze,33,148,0.09999801005237752,-3.8999223920427233
trial_018,retraction,3,21,-0.8999820904713977,-4.899902492566498
trial_018,retraction,30,53,0.0,-3.9999204020951007
trial_018,retraction,62,77,1.0666454405586936,-2.9332749615364073
trial_018,retraction,89,113,1.9666275310300911,-2.0332928710650093
trial_018,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_018,retraction,189,207,5.299894532776008,1.2999741306809076
trial_018,retraction,210,225,5.999880603142651,1.9999602010475503
trial_018,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_018,freeze,34,53,0.1333306800698367,-3.866589722025264
trial_018,freeze,55,141,0.8333167504364792,-3.166603651658621
trial_019,retraction,114,150,2.7999442814665705,-1.1999761206285302
trial_019,retraction,151,166,4.03325307211256,0.033332670017459175
trial_019,retraction,183,207,5.0998985126712535,1.0999781105761526
trial_019,retraction,213,229,6.099878613195028,2.0999582110999278
trial_019,freeze,0,24,-0.9999801005237752,-4.999900502618876
trial_019,freeze,34,144,0.1333306800698367,-3.866589722025264
trial_021,retraction,136,152,3.533263021850672,-0.4666573802444284
trial_021,retraction,184,202,5.1332311826887125,1.1333107805936118
trial_021,retraction,203,218,5.766551913020437,1.766631510925336
trial_021,retraction,219,235,6.299874633299783,2.299954231204683
trial_021,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_021,freeze,33,114,0.09999801005237752,-3.8999223920427233
trial_021,freeze,118,148,2.9332749615364073,-1.0666454405586936
trial_022,retraction,4,27,-0.8666494204539384,-4.866569822549039
trial_022,retraction,38,71,0.2666613601396734,-3.733259041955427
trial_022,retraction,72,124,1.3999721407332852,-2.5999482613618152
trial_022,retraction,130,145,3.333267001745917,-0.6666534003491834
trial_022,retraction,147,162,3.8999223920427233,-0.09999801005237752
trial_022,retraction,177,192,4.899902492566498,0.8999820904713977
trial_022,retraction,195,210,5.499890552880763,1.4999701507856626
trial_022,retraction,211,227,6.0332132731601105,2.0332928710650093
trial_022,freeze,0,28,-0.9999801005237752,-4.999900502618876
trial_022,freeze,32,91,0.06666534003491835,-3.9332550620601823
trial_022,freeze,93,148,2.0999582110999278,-1.8999621909951727
trial_023,retraction,137,152,3.566595691868131,-0.4333247102269692
trial_023,retraction,186,201,5.1998965227236305,1.1999761206285302
trial_023,retraction,205,221,5.833217253055355,1.8332968509602545
trial_023,retraction,223,238,6.43320531336962,2.4332849112745194
trial_023,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_023,freeze,35,49,0.16666335008729585,-3.833257052007805
trial_023,freeze,54,149,0.7999840804190201,-3.1999363216760806
trial_024,retraction,2,20,-0.9333147604888568,-4.933235162583958
trial_024,retraction,43,60,0.4333247102269692,-3.566595691868131
trial_024,retraction,61,106,1.0333127705412344,-2.9666076315538663
trial_024,retraction,137,153,3.566595691868131,-0.4333247102269692
trial_024,retraction,187,206,5.23322919274109,1.2333087906459894
trial_024,retraction,210,226,5.999880603142651,1.9999602010475503
trial_024,freeze,0,15,-0.9999801005237752,-4.999900502618876
trial_024,freeze,33,104,0.09999801005237752,-3.8999223920427233
trial_024,freeze,106,149,2.5332829213268973,-1.4666374807682037
trial_025,retraction,0,18,-0.9999801005237752,-4.999900502618876
trial_025,retraction,19,35,-0.3666593701920509,-4.366579772287151
trial_025,retraction,52,78,0.7333187403841018,-3.266601661710999
trial_025,retraction,89,117,1.9666275310300911,-2.0332928710650093
trial_025,retraction,118,140,2.9332749615364073,-1.0666454405586936
trial_025,retraction,141,156,3.699926371937968,-0.29999403015713255
trial_025,retraction,168,183,4.599908462409366,0.5999880603142651
trial_025,retraction,184,200,5.1332311826887125,1.1333107805936118
trial_025,retraction,202,218,5.733219243002978,1.733298840907877
trial_025,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_025,freeze,46,131,0.5333227202793468,-3.466597681815754
trial_025,freeze,133,149,3.433265011798295,-0.5666553902968059
trial_026,retraction,139,158,3.6332610319030496,-0.3666593701920509
trial_026,retraction,179,197,4.966567832601417,0.966647430506316
trial_026,retraction,198,215,5.599888562933141,1.5999681608380403
trial_026,retraction,216,231,6.199876623247406,2.199956221152305
trial_026,freeze,0,32,-0.9999801005237752,-4.999900502618876
trial_026,freeze,35,151,0.16666335008729585,-3.833257052007805
trial_027,retraction,137,153,3.566595691868131,-0.4333247102269692
trial_027,retraction,176,191,4.866569822549039,0.8666494204539384
trial_027,retraction,192,208,5.399892542828386,1.3999721407332852
trial_027,retraction,211,227,6.0332132731601105,2.0332928710650093
trial_027,freeze,0,23,-0.9999801005237752,-4.999900502618876
trial_027,freeze,35,102,0.16666335008729585,-3.833257052007805
trial_027,freeze,104,149,2.466617581291979,-1.5333028208031219
trial_028,retraction,137,158,3.566595691868131,-0.4333247102269692
trial_028,retraction,184,208,5.1332311826887125,1.1333107805936118
trial_028,retraction,210,225,5.999880603142651,1.9999602010475503
trial_028,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_028,freeze,63,121,1.0999781105761526,-2.899942291518948
trial_028,freeze,124,149,3.133270981641162,-0.8666494204539384
trial_029,retraction,44,98,0.4666573802444284,-3.533263021850672
trial_029,retraction,99,149,2.299954231204683,-1.6999661708904177
trial_029,retraction,150,165,3.9999204020951007,0.0
trial_029,retraction,179,197,4.966567832601417,0.966647430506316
trial_029,retraction,198,214,5.599888562933141,1.5999681608380403
trial_029,retraction,215,231,6.166543953229946,2.166623551134846
trial_029,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_029,freeze,34,121,0.1333306800698367,-3.866589722025264
trial_029,freeze,123,147,3.099938311623703,-0.8999820904713977
trial_031,retraction,137,159,3.566595691868131,-0.4333247102269692
trial_031,retraction,180,197,4.999900502618876,0.9999801005237752
trial_031,retraction,198,215,5.599888562933141,1.5999681608380403
trial_031,retraction,216,231,6.199876623247406,2.199956221152305
trial_031,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_031,freeze,36,150,0.19999602010475503,-3.7999243819903454
trial_032,retraction,64,112,1.1333107805936118,-2.866609621501489
trial_032,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_032,retraction,173,188,4.766571812496662,0.7666514104015609
trial_032,retraction,190,207,5.333227202793467,1.3333068006983668
trial_032,retraction,208,224,5.933215263107733,1.933294861012632
trial_032,retraction,225,240,6.499870653404538,2.499950251309438
trial_032,freeze,3,31,-0.8999820904713977,-4.899902492566498
trial_032,freeze,35,112,0.16666335008729585,-3.833257052007805
trial_032,freeze,114,148,2.7999442814665705,-1.1999761206285302
trial_033,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_033,retraction,191,208,5.366559872810926,1.366639470715826
trial_033,retraction,211,227,6.0332132731601105,2.0332928710650093
trial_033,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_033,freeze,45,100,0.4999900502618876,-3.499930351833213
trial_033,freeze,103,148,2.4332849112745194,-1.566635490820581
trial_034,retraction,0,17,-0.9999801005237752,-4.999900502618876
trial_034,retraction,51,147,0.6999860703666426,-3.299934331728458
trial_034,retraction,148,163,3.9332550620601823,-0.06666534003491835
trial_034,retraction,187,204,5.23322919274109,1.2333087906459894
trial_034,retraction,209,227,5.966547933125192,1.9666275310300911
trial_034,freeze,5,29,-0.8333167504364792,-4.83323715253158
trial_034,freeze,33,147,0.09999801005237752,-3.8999223920427233
trial_035,retraction,30,45,0.0,-3.9999204020951007
trial_035,retraction,47,65,0.5666553902968059,-3.433265011798295
trial_035,retraction,79,150,1.6333008308554995,-2.366619571239601
trial_035,retraction,151,167,4.03325307211256,0.033332670017459175
trial_035,retraction,194,210,5.466557882863304,1.4666374807682037
trial_035,retraction,211,226,6.0332132731601105,2.0332928710650093
trial_035,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_035,freeze,35,150,0.16666335008729585,-3.833257052007805
trial_036,retraction,137,152,3.566595691868131,-0.4333247102269692
trial_036,retraction,175,190,4.83323715253158,0.8333167504364792
trial_036,retraction,191,206,5.366559872810926,1.366639470715826
trial_036,retraction,208,224,5.933215263107733,1.933294861012632
trial_036,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_036,freeze,35,125,0.16666335008729585,-3.833257052007805
trial_036,freeze,128,148,3.266601661710999,-0.7333187403841018
trial_037,retraction,137,155,3.566595691868131,-0.4333247102269692
trial_037,retraction,192,208,5.399892542828386,1.3999721407332852
trial_037,retraction,209,224,5.966547933125192,1.9666275310300911
trial_037,retraction,225,240,6.499870653404538,2.499950251309438
trial_037,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_037,freeze,35,148,0.16666335008729585,-3.833257052007805
trial_038,retraction,138,153,3.5999283618855906,-0.39999204020951007
trial_038,retraction,190,208,5.333227202793467,1.3333068006983668
trial_038,retraction,211,226,6.0332132731601105,2.0332928710650093
trial_038,freeze,5,32,-0.8333167504364792,-4.83323715253158
trial_038,freeze,36,67,0.19999602010475503,-3.7999243819903454
trial_038,freeze,69,149,1.2999741306809076,-2.699946271414193
trial_039,retraction,137,153,3.566595691868131,-0.4333247102269692
trial_039,retraction,183,209,5.0998985126712535,1.0999781105761526
trial_039,retraction,210,225,5.999880603142651,1.9999602010475503
trial_039,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_039,freeze,36,149,0.19999602010475503,-3.7999243819903454
trial_041,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_041,retraction,183,199,5.0998985126712535,1.0999781105761526
trial_041,retraction,201,217,5.699886572985518,1.6999661708904177
trial_041,retraction,218,234,6.266541963282324,2.2666215611872236
trial_041,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_041,freeze,34,106,0.1333306800698367,-3.866589722025264
trial_041,freeze,108,147,2.5999482613618152,-1.3999721407332852
trial_042,retraction,139,156,3.6332610319030496,-0.3666593701920509
trial_042,retraction,185,202,5.1665638527061715,1.166643450611071
trial_042,retraction,207,222,5.899882593090274,1.8999621909951727
trial_042,retraction,223,240,6.43320531336962,2.4332849112745194
trial_042,freeze,0,28,-0.9999801005237752,-4.999900502618876
trial_042,freeze,33,56,0.09999801005237752,-3.8999223920427233
trial_042,freeze,58,147,0.9333147604888568,-3.0666056416062437
trial_043,retraction,137,152,3.566595691868131,-0.4333247102269692
trial_043,retraction,174,191,4.799904482514121,0.7999840804190201
trial_043,retraction,192,208,5.399892542828386,1.3999721407332852
trial_043,retraction,211,228,6.0332132731601105,2.0332928710650093
trial_043,freeze,0,19,-0.9999801005237752,-4.999900502618876
trial_043,freeze,79,108,1.6333008308554995,-2.366619571239601
trial_043,freeze,111,140,2.699946271414193,-1.2999741306809076
trial_044,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_044,retraction,185,202,5.1665638527061715,1.166643450611071
trial_044,retraction,208,223,5.933215263107733,1.933294861012632
trial_044,retraction,224,240,6.466537983387079,2.466617581291979
trial_044,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_044,freeze,34,104,0.1333306800698367,-3.866589722025264
trial_044,freeze,123,137,3.099938311623703,-0.8999820904713977
trial_045,retraction,136,154,3.533263021850672,-0.4666573802444284
trial_045,retraction,184,201,5.1332311826887125,1.1333107805936118
trial_045,retraction,202,217,5.733219243002978,1.733298840907877
trial_045,retraction,218,234,6.266541963282324,2.2666215611872236
trial_045,freeze,0,29,-0.9999801005237752,-4.999900502618876
trial_045,freeze,33,148,0.09999801005237752,-3.8999223920427233
trial_046,retraction,138,153,3.5999283618855906,-0.39999204020951007
trial_046,retraction,182,197,5.0665658426537945,1.0666454405586936
trial_046,retraction,198,215,5.599888562933141,1.5999681608380403
trial_046,retraction,216,234,6.199876623247406,2.199956221152305
trial_046,freeze,0,32,-0.9999801005237752,-4.999900502618876
trial_046,freeze,36,53,0.19999602010475503,-3.7999243819903454
trial_046,freeze,56,70,0.8666494204539384,-3.133270981641162
trial_046,freeze,72,118,1.3999721407332852,-2.5999482613618152
trial_046,freeze,120,149,2.9999403015713253,-0.9999801005237752
trial_047,retraction,138,153,3.5999283618855906,-0.39999204020951007
trial_047,retraction,172,187,4.733239142479202,0.7333187403841018
trial_047,retraction,188,204,5.266561862758549,1.2666414606634486
trial_047,retraction,209,224,5.966547933125192,1.9666275310300911
trial_047,retraction,225,240,6.499870653404538,2.499950251309438
trial_047,freeze,0,31,-0.9999801005237752,-4.999900502618876
trial_047,freeze,35,85,0.16666335008729585,-3.833257052007805
trial_047,freeze,87,149,1.8999621909951727,-2.0999582110999278
trial_048,retraction,136,151,3.533263021850672,-0.4666573802444284
trial_048,retraction,178,193,4.933235162583958,0.9333147604888568
trial_048,retraction,194,209,5.466557882863304,1.4666374807682037
trial_048,retraction,210,226,5.999880603142651,1.9999602010475503
trial_048,freeze,0,30,-0.9999801005237752,-4.999900502618876
trial_048,freeze,34,149,0.1333306800698367,-3.866589722025264
trial_049,retraction,139,154,3.6332610319030496,-0.3666593701920509
trial_049,retraction,186,202,5.1998965227236305,1.1999761206285302
trial_049,retraction,204,220,5.799884583037896,1.7999641809427953
trial_049,retraction,221,240,6.366539973334702,2.366619571239601
trial_049,freeze,0,32,-0.9999801005237752,-4.999900502618876
trial_049,freeze,37,149,0.2333286901222142,-3.7665917119728864
